Job_Role,Company,Location,Job Experience,Skills/Description
Big Data Analysis Tool and Techniques Application Developer,Accenture,Mumbai,4-6,"REST, Maven, Spring Boot, JIRA, Web services development, written communication, SOAP, J2EE"
DATA ANALYST,Ressex,Mumbai,0-5,"Strong analytical skills, Process improvement, Report writing, Data collection, Data Analyst, data visualization, MSC, Statistics"
Data Analyst,POST A RESUME HR Consultancy,Ahmedabad,0-4,"Excel, MIS, Analytical, Retail analysis, Data Analyst, Retail business"
Data Operations Analyst II,Dun & Bradstreet,Hyderabad/Secunderabad,1-3,"SQL, Reference Data, Snowflake, Master Data Management, Big Data, Data Analysis, Data Operations, AWS"
Operations Data Analyst,Zepto,Mumbai,0-2,"Supply chain, Procurement, Data analysis, Analytical, Business strategy, Business intelligence, microsoft, Operations"
Data Analyst,Bayer India,"Mangaluru/Mangalore, Mangalore",2-2,"Spotfire, Biostatistics, Azure, Power BI, Data Stewardship, Computational Biology, Data Visualization, Data Analyst"
Data Analyst,Right Step Consulting,"Delhi, Gurgaon",0-5,"Product management, ERP, Data analysis, PHP, Data Analyst, Open source, Data mining, SQL"
Data Analyst,Reval India Pvt. Ltd.,Noida,0-1,"IT Skills, Software Development, Testing, Market Data, Compliance, Finance, Banking, Computer Science"
ION Group - Market Data Analyst,Reval India Pvt. Ltd.,Noida,0-1,"Market Data, Software Development, Finance, Banking, Trading, Treasury, Machine Learning, Computer Skills"
Analyst-Clinical Data Management (CDM),Accenture,Mumbai,3-5,"Base SAS, Reconciliation, Consulting, Macros, Clinical data management, IT Skills, Testing, Cloud"
Analyst-Data Management,Accenture,Noida,3-5,"Backend, Data management, Database design, Consulting, SQL, Business administration, Publishing, Architecture"
Analyst-Data Management,Accenture,Gurgaon/Gurugram,3-5,"Publishing, Data management, Consulting, SSIS, Analytics, IT Skills, Artificial Intelligence, Architecture"
Analyst-Data Maintenance,Accenture,Hyderabad/Secunderabad,3-5,"Data management, Pharmacy, Reconciliation, Consulting, Clinical data management, Test scripts, Client relationship, Test case creation"
Immediate requirement For Data Analyst- Delhi NCR,LAGOZON TECHNOLOGIES PRIVATE LIMITED,Delhi / NCR,0-3,"Data Analytics, SQL, GCP, Tableau, Azure, Python, Data Analysis, SSIS"
Survey - Data Analyst,doubledutch,Gurgaon/Gurugram,0-3,"IT Skills, Tableau, Power BI, Quality standards, data reporting, Data Analyst, professional services"
Data Analyst,ARDEM Data Services Private Limited,Lucknow,0-2,"Mcom, Application Development, Excel, Email, Bsc, Accounting, Analytical Skills, Ms Office"
Data Analyst - (Only Female),Onward Technologies Limited,Thiruvallur,0-5,"Pivot Table, data analysis, VLOOKUP, Advanced Excel, HLOOKUP, MIS, Formulas, Conditional Formatting"
"Data Analyst - Must experience in Python, SQL & Tableau",Genpact,Noida,3-6,"Pandas, Tableau, numpy, Python, SQL, BPO, voice, Automation"
Market Data Analyst,ION,Noida,0-1,"IT Skills, Software Development, Testing, Audit, Market Data, Compliance, Finance, Banking"
Market Data Analyst,ION,Noida,0-1,"Market Data, Sales, Compliance, Finance, Banking, Computer Science, New Business, Treasury"
"Data Analyst II, Information Delivery",Invesco,Hyderabad/Secunderabad,3-8,"data analysis, Business Intelligence, Power BI, BRD, Data Visualization, Asset Management, Tableau, investment analytics"
Data Analyst,Hike Messenger,Remote,2-7,"python, data analysis, sql, data modeling, machine learning, statistics"
"Analyst, Data Gov II",Invesco,Hyderabad/Secunderabad,2-5,"Power BI, Data Quality, Accounting, Finance, Alteryx, UAT, Advanced Excel, Tableau"
Data Analyst ll Python ll GCP ll Azure,LIVELIHOOD SYSTEM,Jamshedpur,0-2,"Power Bi, Python, SQL, analytical, IT Skills, Time Management, Excel Powerpoint, Azure Data Warehouse"
Data Analyst - Looker,Vinayak Software,Delhi,0-1,"BI, Looker, SQL, Tableau, metadata, Coding, Data modeling, Consulting"
Sr. Data Engineer,Winning Edge India,Bangalore/Bengaluru,4-7,"Windows Server Configuration, S3, QuickSight, PowerBI, Glue, Kinesis, Tableau, Datorama"
Junior Data Analyst,Adidas,Gurgaon/Gurugram,1-6,"Software Development, Software Developer, Finance, Maintenance, Software Design, Test Scripts, Marketing"
Data Engineer,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,9-13,"Data modeling, Data warehousing, SQL, Data architecture, Python"
Data Engineer,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,6-10,"Computer science, Project management, Operations, Analytics, SQL, Customer acquisition, Root cause analysis, metadata"
Lead Data Engineer,RKSV Securities India Pvt. Ltd.,"Bangalore/Bengaluru, Mumbai (All Areas)",B.Tech/B.E.,"python, Big Data, data engineering, hadoop, aws, Product Management, scala, airflow"
Data Platform Engineering Lead,PayU Payments,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",5-10,"PySpark, SQL, Big Data Engineering, Data Warehousing, Python, Azure, ELK, data migration"
Azure Data Engineer- SSE/Lead,XYTIQ TECHNOLOGIES PRIVATE LIMITED,Bangalore/Bengaluru,4-9,"Pyspark, azure data lake, scala, Azure Databricks, azure data factory, IT Skills, Java, Python"
Data Engineer,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,5-10,"Automation, Staffing, Debugging, Data processing, network services, data services, SQL database, IT support"
Data Engineer Lead,Optum,Bangalore/Bengaluru,5-10,"Big data, Azure Data bricks, communication, Azure, Hadoop, Spark, ETL, SQL programming"
Data Engineering Application Lead,Accenture,Bangalore/Bengaluru,8-10,"data science, Consulting, SCALA, Cloud, Agile, Data processing, Application Lead, Project delivery"
Data Engineering Application Lead,Accenture,Bangalore/Bengaluru,4-6,"IT Skills, Python, Data Science, Cloud, DevOps, Big Data, Consulting, SCALA"
Data Engineer LEAD- Azure,QuEST Global,Bangalore/Bengaluru,6-8,"Azure, Power BI, HDFS, HBase, Spark, IT Skills, Python, Cloud"
Data Engineering Application Lead,Accenture,Bangalore/Bengaluru,6-8,"Communication, science, API frameworks, ETL frameworks, Agile, cloud technologies, Python, Big Data"
Tech Lead - Data Science Engineer,referral,Bangalore/Bengaluru,3-7,"deep learning, 3D, data science, Machine learning, augmented reality, Technical Lead, SDK, Sensors"
Data Visualization Engineer,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,5-8,"Performance tuning, Data modeling, Analytics, SQL, Python, Procurement, Computer science, Access management"
Data Visualization Engineer,Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,5-10,"Data modeling, Shell scripting, Oracle, Troubleshooting, SQL, Front end, Market risk, Analytics"
Lead Data Engineer,Wells Fargo,Sholinganallur,12-22,"T-SQL, Query Optimization, SSAS, Power Bi, SSRS, Data Analysis, SQL Server, SSIS"
Lead Data Engineer,Wells Fargo,Serilingampally,12-22,"SQL, IT Skills, Python, Software Development, Testing, Cloud, Tableau, Troubleshooting Skills"
Data & Analytics Tech - AWS with Big Data - Senior Associate,PwC,Bangalore/Bengaluru,6-10,"Performance tuning, Analytical, Cloud, Key management, Troubleshooting, big data, AWS, Analytics"
Data & Analytics Tech - GCP - Senior Associate,PwC,Bangalore/Bengaluru,5-10,"GCP, Data analytics"
Senior Data Engineer,GSK India,Bangalore/Bengaluru,5-16,"Procurement, metadata, Networking, Pharma, Active directory, Healthcare, microsoft, Analytics"
Senior Software Engineer (Big Data and Azure),EPAM Systems,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",5-10,"Big Data, IT Skills, Java, Python, Cloud, Oracle, Azure, Azure Data Factory"
Senior Software Engineer - Big Data,EPAM Systems,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",5-9,"Big Data, Sqoop, SQL Server, HDFS, AGILE methodology, Scala, Spark, RabbitMQ"
Oracle Sr. Data Engineer,Luxoft,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",7-10,"pentaho, informatica, SQL Developer, sql, database development"
Ui Path/Business Analyst RPA/Data Engineers/Project Manager/Java/.Net,Vibrant Aspirations Private Limited,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",2-7,".net developer, data engineer python SQL, azure developer, Java developer, UI Path developer, net, python, SAP BW ABAP"
Senior Data Engineer,Razorpay,Bangalore/Bengaluru,2-5,"IT Skills, Java, Cloud, Big Data, AWS, metadata, NoSQL, cassandra"
"Senior Software Engineer , Data Platform",Gojek,Bangalore/Bengaluru,4-9,"Solution architecture, NoSQL, TDD, GCP, Agile, Programming, HTTP, Ruby"
Senior Software Development Engineer II - Data Engineering,Hotstar,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",7-10,"Computer science, Software Development Engineer II, spark, Infrastructure, Distribution network, SDLC, Analytics, SQL"
Senior Data Engineer (Azure),Philips,Chennai,5-9,"Supply chain, Product management, Architect, SAP, Production support, Architecture, Business analytics, Data processing"
Job opening For Senior Data Engineer @ GlobalData(Hyd),GlobalData,Hyderabad/Secunderabad(Kondapur),5-10,"Data Engineering, Bigquery, Big Data, Machine Learning, AWS, SQL, Python"
Staff Engineer / Sr. MTS - Java/ Scala Big Data Engineer,Vmware,"Pune, Bangalore/Bengaluru",8-13,"java, scala, hadoop, IT Skills, Software Development, Cloud, DevOps, Big Data"
Senior Data Engineer,GSK India,Bangalore/Bengaluru,8-10,"Procurement, Coding, Agile, Healthcare, Technical architecture, Visual Studio, microsoft, Analytics"
Senior Data Engineer,Otis,Bangalore/Bengaluru,1-3,"Unix, ERP, Linux, Data management, Analytical, Data quality, Stored procedures, Troubleshooting"
Big Data Engineer / Senior Developer - Big Data,Maveric Systems Limited,"Chennai, Bangalore/Bengaluru",6-11,"Scala, like Pyspark, Kafka and Kafka, Hive Base, Hadoop Technologies, Data Modelling, Java, ADF"
Data Engineering Analyst,Teachers Insurance and Annuity Association of America (TIAA),Pune,2-5,"Supply chain, continuous integration, Data management, Strategic planning, Manager Technology, Data quality, Manager Quality Control, Engineering Analyst"
Senior Data Engineer,CAPITALCLOUD INDIA PRIVATE LIMITED,Bangalore/Bengaluru,5-10,"Hadoop, kafka Cloud, Github, ETL, Atlassian Tools, Agile, Azure, Salesforce"
Sr Data Engineer,Ingram Micro,"Mumbai, Chennai",3-8,"oracle, AWS Redshift, Data Warehousing, etl, sql server, snowflake, Data Engineer, Informatica"
Senior Data Engineer,Nike India,Bangalore/Bengaluru,8-13,"Data Science, Dynamo Db, Computer Science, Big Data, Data Engineer, Spark, Data Warehousing, Aws"
"Senior Software Engineer - Java/Big Data with Riversand, Syndigo",RIVERSAND TECHNOLOGIES INDIA PRIVATE LIMITED,Bangalore/Bengaluru,6-9,"Core Java, IT Skills, Java, Python, Cloud, Javascript, Big Data, Azure"
Senior Software Development Engineer - Data Engineering,Hotstar,Bengaluru,4-8,"Computer science, spark, Infrastructure, Data warehousing, SDLC, Analytics, SQL, Python"
Looking For Senior Data Engineering Manager-Bangalore,Ness,Bangalore/Bengaluru,10-20,"Business Intelligence, Software Development, Azure, Cloud, Agile, Scrum, DWBI, Spark"
Sr. Data Engineer,Telstra,Hyderabad/Secunderabad,3-8,"hive, cloudera, Project development, GCP, spark, PAAS, Flex, Data processing"
"Senior Data Engineer - Reporting, Tableau, SQL query, API",Optum,Noida,3-8,"Tableau, QA testing, debugging, SQL, Agile Methodology, PowerBI, data analysis, DOMO"
Senior Data Engineer/Senior Data Engineer,Bajaj Finserv,Pune,6-8,"Performance tuning, NoSQL, Technical design, Analytical, Debugging, Reconciliation, Database, Manager Technology"
"Senior Data Engineer - SAS, Python, SQL, UNIX",Optum,Noida,5-10,"SAS, Power BI, Data Manipulation, Data Analysis, Data Visualization, Data Extraction, Tableau, ETL"
Senior Data Engineer - DataStage,Optum,Hyderabad/Secunderabad,5-8,"DataStage, IT Skills, Testing, Unix Scripting, CI/CD, Data Engineer, Data warehousing, SQL"
Senior Data Engineer - DataStage,Optum,Hyderabad/Secunderabad,5-8,"DataStage, Unix Scripting, CI/CD, Data Engineer, SQL"
Senior Data Engineer,Optum,Hyderabad/Secunderabad,3-8,"Scala, IT Skills, Big Data, Azure, Azure Synapse, ADF, Databases, SQL programming"
Advanced Data Analysis engineer,Siemens Gamesa Renewable Energy,Bangalore/Bengaluru,2-7,"Procurement, Training, Data analysis, Siemens, MATLAB, Operations, Python, Logistics"
Senior Data Engineer/Senior Data Engineer,Bajaj Finserv,Pune,4-5,"Performance tuning, ODBC, data science, GCP, SCALA, Troubleshooting, SQL, Python"
Senior Data Engineer,Larsen & Toubro (L&T),"Hyderabad/Secunderabad, Mysore",8-10,"hive, python, spark, hdfs, hadoop, impala, big data, etl"
Senior Data Engineer I ( SSE - 1 ),Yatra Online Private Ltd,New Delhi,2-6,"Linux, Coding, Django, MySQL, System design, Project planning, test driven development, SQL"
Senior Data Engineer II ( SSE - 2 ),Yatra Online Private Ltd,New Delhi,4-8,"data engineer ii, Linux, Coding, Django, MySQL, System design, Project planning, test driven development"
Senior Data Engineer/Senior Data Engineer,Bajaj Finserv,Pune,2-5,"Data modeling, Schema, power bi, Deployment, SSIS, microsoft, Business solutions, Data warehousing"
Senior Data Engineer,Ciena,Pune,5-10,"Java, Scala, Apache, Spark, REST APIs, Docker containers, Scikit-learn, Torch"
Sr Data Engineer - Eats Data Solutions,Uber,Hyderabad/Secunderabad,1-4,"hive, spark, Hadoop, Infrastructure, Data processing, Data quality, big data"
Senior Software Engineer - Big Data,Optum,Hyderabad/Secunderabad,4-6,"Java Tech Stack, Hadoop, Big Data, Design ETL pipelines, Scala, UI Technologies, AWS EMR, UNIX Shell Scripting"
Senior Azure Data Engineer,DXC Technology,Mumbai,4-8,"Communication, information system design, Analytical, software engineering, Azure Data Engineer"
Senior Data Engineer,Deutsche Bank,Pune,3-6,"Backend, Financial reporting, Analytical, Machine learning, Agile, Data structures, Business intelligence, Information technology"
Senior Data Engineer (Python),GENWORTH,Gurgaon/Gurugram,3-7,"Computer science, metadata, Manager Quality Assurance, Coding, Analytical, Javascript, Test scenarios, Test cases"
Senior Azure Data Engineer,DXC Technology,Mumbai,4-8,"information system design, software engineering, Communication, Analytical, Computer science, information system, Interpersonal skills, Software design"
Senior Data Engineer,Walmart,Chennai,4-8,"PySpark, ActiveMQ Broker, Zookeeper, Service Bus, ETL, Kafka, Apache Spark, Apache Airflow"
Senior Data Engineer,Adidas,Gurgaon/Gurugram,5-10,"Business Intelligence, Data Modelling, Software Development, Education, Finance, Data Structures, Data Analysis, Hr"
Senior Data Engineer 1,Adidas,Gurgaon/Gurugram,5-10,"Data analysis, Team management, Data management, Database design, Machine learning, Agile, Data structures, Test cases"
"Senior Data Engineer, Speech Synthesis",NVIDIA,Pune,3-6,"Senior Data Engineer, Speech Synthesis"
Senior Data Engineer,Larsen & Toubro (L&T),Hyderabad/Secunderabad,6-8,"Azure SQL, ELT engineering, SQL Pools, Spark Pools, Azure data factory, Delta Lakes, Azure Data, data flows"
Senior Data Engineer,EA Games (Electronic Arts),Hyderabad/Secunderabad,7-12,"metadata, Mobile phones, HTML, Application development, Data quality, Archiving, Business intelligence, Troubleshooting"
Senior SRE Big Data Engineer,Adidas,Gurgaon/Gurugram,8-13,"FTP, Networking, Data collection, DNS, Agile, Perl, Information technology, Technical support"
Sr Data Engineer - AWS,Adidas,Gurgaon/Gurugram,2-4,"GIT, Consulting, Data analytics, Subject Matter Expert, Resource management, Information technology, AWS, SQL coding"
Early Engagement - Sr Data Engineer,Baker Hughes,Mumbai,2-6,"Supply chain, Computer science, SAP, Data modeling, OLAP, Data quality, Oracle, Open source"
"Senior Data Engineer, Data Science Platform",NVIDIA,Pune,3-6,data science
Senior Data Engineer,Adidas,Gurgaon/Gurugram,5-10,"Business Intelligence, Construction, Software Development, Finance, Database Design, Data Engineer, Disaster Recovery, Hr"
Senior Data Engineer,Adidas,Gurgaon/Gurugram,5-10,"Relationship management, Data analysis, Team management, Data management, Agile, Business intelligence, Resource management, Stakeholder management"
Senior Data Engineer,Walmart,Chennai,4-8,"Automation, Data analysis, Data migration, Coding, System integration, Data quality, Stored procedures, Test cases"
Data Analyst/Data Engineer,Techneplus Software India Pvt Ltd,Chennai,5-10,"python, Data Engineering, Data Management, Gcp Cloud, SQL, No SQL, Devops"
